the_geom,amenity,name,cartodb_id
0101000020E6100000D8E4DF1DCFAD0DC0AED0AC1166364440,restaurant,Wang Wang,3127
0101000020E6100000B85F9912A4AD0DC06437D8405F364440,restaurant,Esfahan,3128
0101000020E6100000417A2F63AFAC0DC0D1B1834A5C364440,fast_food,El Rey del Pollo,3129
0101000020E610000075C0BF52A7AD0DC02092C60D64364440,restaurant,Siam,3130
0101000020E61000003AD7E6B5C8AC0DC0B2FFF0A952364440,restaurant,Taberna del Mozárabe,3131
0101000020E610000089997D1EA3AC0DC0A7A7D94D3A364440,restaurant,Chincha,3132
0101000020E6100000EB909BE106AC0DC026265E5441364440,bar,Bar Paquito,3133
0101000020E6100000BA8784EFFD7D0EC0B58D3F51D93B4440,restaurant,Los Remos,3134
0101000020E6100000316DEE9EF29E0DC051E9167085344440,pub,Agave Azul,3135
0101000020E610000047E0B4858CAC0DC0C801052857354440,cafe,Café Madrid,3136
0101000020E6100000647F8FB05E9B0DC0C718B38064344440,cafe,Café de Barbieri,3137
0101000020E6100000ABD9B91FA6030EC0CD727E2F2A344440,atm,Servired,3138
0101000020E6100000CFA4A88EB0B30DC057EA5910CA354440,restaurant,Hache,3139
0101000020E6100000CF914BD2EBC50DC0099E8C3BEF354440,restaurant,San Antonio,3140
0101000020E61000002572666089DC0DC0E43DBD0809354440,restaurant,La Pesca,3141
0101000020E6100000DADF7E654AA00DC0BAB7C777CE344440,bar,Cómete el Mundo,3142
0101000020E610000020031EBD86B50DC0995C31C802364440,restaurant,Las Tablas,3143
0101000020E6100000C834E4E9A69E0DC0620C512A86344440,restaurant,La Victoria,3144
0101000020E61000005176E91505A00DC078D90AF54F354440,fast_food,PaPizza,3145
0101000020E6100000F4684F6E809E0DC036559C0F74344440,restaurant,Shapla,3146
0101000020E61000003E1A9826B69C0DC0402A6AD553344440,fast_food,Fratelli d'Italia,3148
0101000020E6100000B81105E918C60CC0D2FB6B1E2C2F4440,cafe,Starbucks,3150
0101000020E6100000F9049A1947C60CC0DF008E98342F4440,atm,Bankia,3151
0101000020E6100000CDA32C8DA9150EC0ED54AF1177334440,pub,Mayra,3152
0101000020E6100000EA149ADA08FA0DC02313F06B24344440,pub,Bar De La Fuente,3154
0101000020E61000004481E3D7B4F70DC0CBDF185D39344440,restaurant,La Jaca,3156
0101000020E6100000C987EAF70EF80DC0C0513C7837344440,restaurant,Pizzería El Pibe,3157
0101000020E6100000623DFF8705080EC014F36217FB334440,bar,Sidrería La Vega,3158
0101000020E61000005AE14C028AA70DC0C7777302E4354440,fast_food,McDonalds,3160
0101000020E61000004B822678F97C0EC0F6622827DA3B4440,restaurant,Gaztelubide,3161
0101000020E6100000723A24100A950DC04F8F1260FD384440,bar,Madrid-Dakar,3162
0101000020E6100000FAF774D080250EC0D6027B4CA4324440,cafe,Cafetería Campamento,3164
0101000020E6100000A14ACD1E68250EC0CCC28D4AA0324440,cafe,Café Yebes,3165
0101000020E6100000759FD2776D250EC07E8AE3C0AB324440,fast_food,Café bar El Pato Mojado,3166
0101000020E61000001E32E54350250EC00ABFD4CF9B324440,restaurant,Las Pecas: Tex-Mex pizza,3167
0101000020E6100000082F0B372AB10DC06BB8C83D5D374440,pub,Berdi,3168
0101000020E6100000BBBB29406F950DC0EF35A90DF3354440,restaurant,El Bierzo,3170
0101000020E6100000E1BB28D599960DC0CC519154F0354440,pub,El Veintidos de San Marcos,3171
0101000020E6100000BC15D39684950DC00BFB2C85F6354440,restaurant,Le Cocó,3172
0101000020E6100000C91528733DBB0DC071F9B42F45374440,restaurant,La Panza es Primero,3173
0101000020E6100000B1BE26101BB10DC0A43DB901FA344440,restaurant,Las Tres Farolas,3174
0101000020E6100000D63A71395EB10DC0E8CDF28645374440,restaurant,Los Ángeles,3175
0101000020E6100000DAD1EE46D5950DC0058DF4FD2F364440,restaurant,Vegaviana,3176
0101000020E610000022C154336B990DC0869565E31C344440,bar,La Mancha,3178
0101000020E6100000B2B8FFC874980DC0DDC94C0E44344440,pub,La Playa de Lavapiés,3179
0101000020E61000006A3E9DE1BC9E0DC0F6C5EFB787344440,pub,La Redicha,3180
0101000020E6100000533184526AB50DC0A8401CDAB6374440,nightclub,Sala Copérnico,3181
0101000020E6100000ACB5E67DD29F0DC0F1958AD706364440,restaurant,Hot & Smoked,3182
0101000020E61000004AA1E2EE62200EC0022B8716D9324440,restaurant,Chie's Place,3183
0101000020E61000009B1837DA16DA0DC012EA33B10A324440,pub,Gruta '77,3184
0101000020E610000009DD257156240EC0940A743799324440,cafe,O Recanto,3185
0101000020E61000000B74925275240EC0EDB199E898324440,cafe,Vensal 2,3186
0101000020E6100000945EE51AB0650DC00A9D7C1FB3344440,bar,Bar La Vuelta,3191
0101000020E6100000FF452B52BC250EC0C4DD0F2ED3324440,bar,Chiquitín,3192
0101000020E6100000EAB0C22D1F290EC0E8CFC831A3324440,pub,El Rincón de Javi,3193
0101000020E6100000438EAD6708270EC04FE1AD98B6324440,cafe,Budache,3196
0101000020E6100000CCC12275F11D0EC042B28009DC324440,cafe,Río Miño,3197
0101000020E6100000873B72FFECB20DC0BFD7101C97344440,bar,Taberna Almería,3198
0101000020E61000004F8CD1DFF0670EC0FDAEBE709D354440,cafe,Starbucks,3200
0101000020E61000007AB0202812870DC01576ACAD333A4440,restaurant,Sukothay - Japonés y thailandés,3203
0101000020E61000007ABF76D5A87C0DC079DF9D21C12D4440,fast_food,Telepizza,3208
0101000020E6100000D0B0BDBB3A7C0DC026E1421EC12D4440,restaurant,Restaurante Oriental Victoria,3209
0101000020E61000004E918D51E8F60CC05BB8077CD9374440,restaurant,Restaurante Rast,3210
0101000020E61000008A422674F28D0DC0E7D2AEF83C3A4440,restaurant,Tommy Mel´s,3213
0101000020E6100000A80018CFA0C10DC066BCADF4DA344440,bar,O'Breogan,3215
0101000020E610000014419C8713980DC09E2A3AED84354440,restaurant,VIPS,3217
0101000020E61000006E7DA2FCEE970DC06226F67585354440,restaurant,GINO'S,3218
0101000020E6100000F03092E2888A0DC0B95B48765B3A4440,restaurant,Museo del jamón,3219
0101000020E610000043EF4394E58A0DC064EF20D15F3A4440,fast_food,New York Burger,3220
0101000020E610000082F22D628E640DC02178D7344A334440,restaurant,Estrella Central,3221
0101000020E610000069801CDEBD6D0DC095EC7D4F51414440,restaurant,Green Marta III,3222
0101000020E6100000ED235C6D6A550CC0A428E1534A304440,restaurant,Caserío Pipatune,3223
0101000020E61000001BE038DF3E510CC0CAABCEC53A304440,restaurant,Dejavu,3224
0101000020E61000008EE5023C0E980DC0821145926A384440,restaurant,Taberna La Lumbre,3226
0101000020E610000026DAFA8E86980DC0093DF60E12364440,restaurant,Restaurante Vivares,3227
0101000020E6100000917F66101F980DC07003E38519364440,bar,Bar Hortaleza,3228
0101000020E61000006E90A4FF40940DC0EDE181B7F6354440,restaurant,La Nieta,3231
0101000020E6100000DC54939680BE0DC00900E9F6ED354440,restaurant,Los Cien Balcones,3232
0101000020E6100000E748788C3C9A0DC0AC9223F83A384440,restaurant,Bar Cruz de Mayo,3233
0101000020E61000003FE1ECD632A90DC0889E94490D364440,restaurant,Lena,3237
0101000020E61000002F826B932F9D0DC0825FD9BBF5354440,restaurant,San Onofre,3238
0101000020E61000003BB13D6997850DC082C41B3E8E3F4440,restaurant,O'Ribeirinho,3240
0101000020E6100000EF2653605C850DC0B9AA4775953F4440,bar,Bar Hermoso,3241
0101000020E6100000AB81412D61080EC0C5BAA761AE324440,restaurant,Aynaelda,3242
0101000020E61000009F01F566D43C0DC0A3186A5E1F3F4440,restaurant,Soul kitchen,3246
0101000020E61000005935632C2E390DC0736B2D27FC3E4440,restaurant,Hak,3247
0101000020E6100000DD5B36DF2D450DC0254685A0593F4440,restaurant,Barra De Pintxos,3248
0101000020E61000001A749DA1133D0DC030E186CE213F4440,bar,Doberman,3249
0101000020E61000007888354BB8460DC0B1016C9B3D3F4440,fast_food,Domino´s Pizza,3250
0101000020E61000008DE0905731460DC098248568633F4440,cafe,Churrería Sanchinarro,3251
0101000020E610000066FBEB70CF3E0DC07B55C26E333F4440,fast_food,TelePizza,3255
0101000020E610000045FBB37AE2440DC0FDA43561563F4440,restaurant,Brasa & Pasta,3257
0101000020E610000011F5CCDC8D3F0DC0A8453305213F4440,restaurant,Ni Hao,3258
0101000020E6100000AD591DEF44AF0DC0DA22C4F06C364440,restaurant,Rte. Bar Mundi,3259
0101000020E61000006DE34F5436BC0DC0D0019365D2354440,cafe,Cafetería Búcaro,3260
0101000020E6100000B37515F7C49F0DC06DDB4136DA364440,restaurant,Puro Teatro,3261
0101000020E6100000235FAEEA519D0DC00EE0884913374440,restaurant,Samara,3262
0101000020E61000000F9DF930D6A20DC0AAD15048D7374440,restaurant,Casa Adolfo,3263
0101000020E61000000D44053D8A990DC0ECFB709010364440,bar,Bar Hawaii,3264
0101000020E6100000B32EC95C749D0DC03ECF9F36AA384440,bar,Huete,3265
0101000020E6100000EFAEB321FF9C0DC0C817FE1D9B384440,cafe,Macedonia,3266
0101000020E61000008ED20039BCDB0DC0D06C0D5B692B4440,restaurant,Pizza Jardín,3267
0101000020E6100000028BB26D07E90CC09065C1C41F384440,restaurant,telepizza,3268
0101000020E61000009835B1C057740DC06BC2AC0617364440,restaurant,El Chiscón,3270
0101000020E610000014ED2AA4FC740DC010C41E7F0E364440,bar,Detroit,3271
0101000020E6100000A4AA09A2EE730DC01C107C670F364440,cafe,Café & Té,3272
0101000020E6100000F6E51604A06B0DC008DB995313364440,bar,Beef,3273
0101000020E61000002C836A8313110EC04DBC033C69294440,restaurant,El Cebadero,3276
0101000020E610000025896F7209910DC0C187B77306354440,bar,Cervantes,3277
0101000020E6100000D3FE62111E780EC0F233E48EED384440,cafe,Hielo Picado,3281
0101000020E610000021167B794B030EC03B9B447353324440,bar,Bodega Toñín,3282
0101000020E6100000531AD6F95C520DC0511CF631D5324440,restaurant,Lupita IV,3283
0101000020E61000002BF125F9B6950DC0FDFFEED3A7334440,restaurant,El Roble,3285
0101000020E6100000D982948E28930DC00A4158D7B2334440,nightclub,Obenque,3286
0101000020E6100000173FD7080E590CC0075273034F374440,bar,Jumar II,3287
0101000020E6100000E97BB207FF970DC06F89B72979354440,bar,Bar Nebraska,3291
0101000020E61000007E8CB96B09990DC03F4FA84CD6344440,restaurant,La Vera,3292
0101000020E6100000AA23EC8090C10DC0FEB968C878364440,restaurant,Asador Molino de los Porches,3293
0101000020E6100000C6F6FF1609C20DC0BBE35EAAE3354440,restaurant,Foster's Hollywood,3295
0101000020E6100000AB798EC877A90DC06083CF204F354440,restaurant,El Ñeru,3297
0101000020E6100000A137CB1B16690DC0313894EBB7354440,restaurant,Restaurante Triana,3298
0101000020E61000004F2CA688C2CD0EC02DF64D5079284440,fast_food,McDonalds,3300
0101000020E610000072EF2B20FEDB0EC0EFA18ED838284440,bar,El Rebujito,3301
0101000020E6100000B4D3C55C08D80EC010F1C5CD5F284440,bar,Eduardo's,3303
0101000020E6100000057CC8A53BD90EC017C5611F53284440,cafe,La Vid,3304
0101000020E6100000876F61DD78D70EC0D4539A8356284440,bar,5ª Avenida,3305
0101000020E61000007ECDCD925BDE0EC06249B9FB1C284440,bar,El Colmadito II,3306
0101000020E61000009C4D470037DB0EC05194957032284440,cafe,Lumardy,3307
0101000020E61000006B20A7F974D60EC04DDC8541F4264440,restaurant,La Independencia,3308
0101000020E610000073D2A00D658D0CC091D849D8123C4440,atm,Servired,3309
0101000020E61000001F8DF96F148F0CC070AAFFBD253C4440,atm,Telebanco 4B,3310
0101000020E61000001465259CCC8E0CC0F524FAC6213C4440,atm,Servired,3311
0101000020E6100000017A2B5CA08E0CC0DFF4D3241D3C4440,cafe,Il Caffé di Roma,3312
0101000020E61000002BEB483F2BDA0EC03F6370DE49284440,atm,Servired,3314
0101000020E6100000C6B3BA8BE6D70EC01DF8623953284440,atm,Telebanco 4B,3315
0101000020E6100000387870C163D90EC0AABE4E4585284440,bar,Churri,3317
0101000020E6100000DEC25F387CD70EC01B58D81D9C284440,cafe,Hnos. Luna,3318
0101000020E61000002849D74CBED90EC0F50137418A284440,cafe,Varela II,3319
0101000020E6100000CAE9A16C80D80EC01D37A1B547284440,pub,Hardpool,3325
0101000020E6100000A74643215D670DC07B12D89C83354440,restaurant,Espada Da'Tomaso,3328
0101000020E61000007C1AE6BADF470CC0514B732B84364440,bar,Saramago,3331
0101000020E6100000BCB77DEAB38E0DC01F69CB14CE364440,bar,El Santo,3332
0101000020E61000002481069B3A8F0DC00298D7B6CD364440,restaurant,Portosín,3333
0101000020E6100000824EAD6301580DC09313927131414440,restaurant,Pintxos,3336
0101000020E6100000C28E5ABCB3610DC0CAC51858C7414440,cafe,Braddock,3337
0101000020E61000005B2CA0AB08B20CC01500E31934394440,cinema,Yelmo,3338
0101000020E61000002BF697DD93B70DC095F0845E7F364440,restaurant,Las Mil y Una Noches,3339
0101000020E61000007270E998F39C0DC009AF134D56364440,restaurant,Bar Lozano,3340
0101000020E6100000CF0DF21F77660DC0386167AFE3344440,restaurant,Restaurante Cantabria,3341
0101000020E61000004C76C7BD54E70DC0E905442D72394440,restaurant,Facultad de Veterinaria,3344
0101000020E610000083DBDAC2F3520EC0BA8E2738AB254440,fast_food,Kebab OTK,3346
0101000020E610000071EBC9575D520EC0EC5E3821BE254440,cafe,Cafetería Aloys,3349
0101000020E6100000DBBC169925460DC0B73066A60F434440,restaurant,Restaurante Europa 3,3350
0101000020E6100000D351691F86910DC0863D48AA4A334440,cafe,Ferrocarril,3351
0101000020E610000089C21D5EC6430CC0DABB500A04394440,restaurant,El Paleto,3354
0101000020E6100000A89DABF765AA0DC0B38410EBE8354440,theatre,Teatro Arlequín Gran Vía,3357
0101000020E6100000406B7EFCA5850DC0AC71361D01354440,cafe,Cafetería Los Jerónimos,3361
0101000020E6100000D5117640C8880EC076F97BCE82264440,bar,Bar Romero,3363
0101000020E610000015E3FC4D28640DC021D96D6127354440,pub,Old Fashion - Viejo Estilo,3370
0101000020E6100000B74C3C56DF5F0DC0219A2FE532354440,restaurant,Pinocchio,3371
0101000020E61000007B7CE7BC6B650DC0E8F28BB73A354440,atm,Servired,3373
0101000020E610000098593AD5106B0DC0D16BFD3E2D354440,cafe,Piloto II,3378
0101000020E6100000F78777CAB4F70CC0A5958CADB12F4440,bar,Los Chicos,3380
0101000020E610000092D6CEE627FB0CC05B11EB43CD2F4440,bar,Bar Avenida,3381
0101000020E610000092280F666EF90CC0850662D9CC2F4440,restaurant,La Santina,3383
0101000020E6100000A3A76D686F650DC078335992F2344440,restaurant,Pazo Coruña,3384
0101000020E6100000BACF3B5FFD690DC021AD31E884354440,restaurant,Pasta e Pizza Sienna,3385
0101000020E610000079D047742A540DC04046E5CBB0364440,bar,Bel Canto,3387
0101000020E6100000B19D94EE539A0DC0AC36A4F6C7364440,bar,Cherokee,3388
0101000020E6100000412E71E481E80EC098309A95ED324440,restaurant,La Cañada,3389
0101000020E6100000E48409A359B90DC075C12A2856314440,bar,4 Faroles,3390
0101000020E6100000E8DF89B4E8B80DC0DE6575615A314440,bar,La bodega,3391
0101000020E610000079BD4571D8B70DC085D8F4FB59314440,bar,Bar Justi,3392
0101000020E61000001B6327BC04B70DC074D5970057314440,bar,Lagartijo,3393
0101000020E61000009FA39FBA03B60DC027AE19CF56314440,bar,Los Cortitos,3394
0101000020E6100000BFE3CA8FAEC80DC0603C8386FE3B4440,bar,Los olmos,3397
0101000020E610000071D52B1B8CC70DC0363B527DE73B4440,restaurant,Come y caña,3398
0101000020E610000071D52B1B8CC70DC03D4FF2D9F03B4440,cafe,La Orensana,3399
0101000020E6100000CAFE791A30C80DC09E87C90A343C4440,bar,Bar Villamadrid,3400
0101000020E6100000D9F39084D8540EC065677682A2254440,pub,O'Connors,3401
0101000020E61000003B35971B0C550EC0BC0276DABF254440,bar,Cervecería Museo,3402
0101000020E6100000613A089513D80EC03E2E60B829284440,cafe,Cafetería Viena,3406
0101000020E6100000B2A1F6B6F4C30DC01BBD7559A73B4440,bar,El Bodegón,3407
0101000020E61000000C4A873DA3C30DC0A502DD4DA63B4440,bar,El Rincón,3408
0101000020E610000032CE3A3EB5950CC021A6E9584A354440,bar,Cervecería Lamar,3409
0101000020E610000005E7429BD2900CC08F5F2E98AE354440,bar,La Esquinita,3410
0101000020E61000004001CA9530E90DC0EDCDB925832E4440,fast_food,Pollo Campero,3411
0101000020E6100000889BF80F8EDE0DC0C45675FB512B4440,fast_food,Pollo Campero,3412
0101000020E6100000EC87D860E1540EC0FEA3CA8BA7254440,bar,Bar de Copas Capricho,3413
0101000020E61000005F89F667F5540EC0CEB2DDF3B2254440,cafe,Cafetería En K'Mariano,3414
0101000020E6100000C0304F9DFD570EC038A51710B5254440,cafe,Cafetería Gredos,3415
0101000020E6100000E7994D36D47E0CC01E12633EC5364440,restaurant,Pequeña Venecia,3419
0101000020E61000006D10F7A2874B0EC0BF373C73C5254440,cafe,Daniel's,3420
0101000020E6100000C19B244C07D10DC054A1269FC3344440,bar,La esquina de Eusebio,3421
0101000020E610000053252598C5CF0DC096A0754309354440,restaurant,Las Marismas,3422
0101000020E61000008AAC3594DA4B0EC084471B47AC254440,restaurant,Mesón Leitariegos,3423
0101000020E6100000C50C439A674B0EC00CAF2479AE254440,cafe,Cafetería Merlos,3424
0101000020E6100000FC56EBC4E5480EC02ED5BB2EB2254440,bar,Cervecería Rubio,3425
0101000020E61000009C285316CF4A0EC05EC42DD5BB254440,cafe,Cafetería Callao II,3426
0101000020E6100000BACED0894E200EC0145E82531F2F4440,fast_food,McDonald's,3429
0101000020E610000055EA48E471470EC0C95A43A9BD254440,bar,Bar Basilio,3431
0101000020E6100000F5DB323BE6470EC0E81780A1A2254440,bar,Bar El Parque,3432
0101000020E610000037644D767D500EC038CEB74FD8254440,cafe,Café La Avanzada,3433
0101000020E6100000ACDBEA8376480EC07F2B7EF89E254440,bar,Cervecería Callao,3434
0101000020E6100000DEDF450488470EC0D023EB15BB254440,cafe,Churrería - Cafetería Iris,3435
0101000020E61000007963F7D335490EC05F65C80CAF254440,restaurant,Mesón El Risco,3436
0101000020E610000015BC32B962500EC015731074B4254440,restaurant,Sabor Añejo,3437
0101000020E610000076F464A318B50DC0734C16F71F394440,cafe,La Vuelta,3441
0101000020E610000099B78F81E1A10DC00F27309DD6374440,restaurant,Arga,3444
0101000020E61000001A59E839D8A10DC08744EBF2F7374440,restaurant,Piscolabis,3445
0101000020E61000002A70B20DDCA10DC0E785E05DD3374440,restaurant,Casa Hilda,3446
0101000020E610000036EA211ADDA10DC025FB31F7DA374440,pub,Tapeando,3447
0101000020E6100000159CB0B3D7A10DC0A5F8F884EC374440,restaurant,Huerto y Brasa,3448
0101000020E6100000BFA552A2DBA10DC0A6FBEF77DE374440,restaurant,Mesón Fernando,3449
0101000020E61000004704E3E0D2A10DC013494FECFC374440,fast_food,100 Montaditos,3450
0101000020E6100000281DF68C8EC50DC0F092EE9D873B4440,bar,Bar Marpil,3454
0101000020E6100000373EEEB666C60DC01AC638DACC3B4440,bar,Bar Matins,3455
0101000020E6100000F37112EFA5C50DC0831E204E163C4440,bar,Bar Maype,3456
0101000020E61000009C53C90050C50DC0D967846D7A3B4440,restaurant,Oriental Palace,3459
0101000020E610000093F7167BD4C40DC048E7B287AC3B4440,pub,Pub Rosses,3460
0101000020E61000009EEFA7C64BC70DC011EB43CD463C4440,restaurant,Restaurante La Parra,3461
0101000020E610000059A725B1FFF50DC0D40CA9A278334440,fast_food,Pizzería Di Carlo,3470
0101000020E61000001B272AC01CA20DC024F5F983DC354440,bar,El chiringuito,3471
0101000020E61000003EA99B3006CB0DC05EDBDB2DC93B4440,bar,Bar El Piropo,3473
0101000020E61000001FC429CEACC00DC0D3F0D2F2A83B4440,bar,Bar El Plane,3474
0101000020E610000089A18B3CFFBC0DC01E5D5B2ED13B4440,bar,Bar El Gamo,3477
0101000020E6100000651DE967453F0CC0B4233031F1394440,fast_food,Heladería Lago,3482
0101000020E6100000E7841ACFB13D0CC0583C5002F6394440,fast_food,Heladería Olas,3484
0101000020E61000007A34D593F9A70CC0A2B5A2CD713C4440,pub,Moma Irish Tabern,3490
0101000020E6100000F55E2118AC8D0DC012F5279600354440,cafe,Cafetería Prado,3491
0101000020E6100000A8514832AB670DC094ABB3B519344440,restaurant,Los Viñedos,3492
0101000020E6100000919845CDFC0F0DC03F2B7AF18F374440,cafe,Juka,3493
0101000020E610000002FB438E08210EC044C02154A9314440,restaurant,Passaparola,3494
0101000020E610000074CA4862EE1F0EC0CCF91862AB314440,bar,Chic Pepe's,3495
0101000020E61000008ED948C8F6200EC0999CDA19A6314440,restaurant,Guang Zhou,3496
0101000020E61000006953758F6CBE0DC0CBA3761AC43A4440,restaurant,Mirador del Narcea,3497
0101000020E61000006222EF6657BB0DC0055C46A0B03A4440,restaurant,La Paloma,3498
0101000020E6100000C9C859D8D3AE0DC02068BBF891394440,fast_food,Burger King,3499
0101000020E6100000F39EB93DF7B40DC096FAC3E0AB384440,restaurant,VIPS,3500
0101000020E6100000C2042450B3B60DC0C22A830FCA384440,bar,Trujal,3501
0101000020E61000006EA6423C12AF0DC0BB0963B087394440,pub,The Drunken Duck,3503
0101000020E610000094597336D3B30DC0ADEA9BEA7F394440,restaurant,Donate,3504
0101000020E6100000EDD632198E470CC0E45D3F0E942B4440,fast_food,Burger King,3507
0101000020E61000009A9C35D318480CC095E29986972B4440,fast_food,Kebab,3508
0101000020E610000054F76D2D38480CC0D43EC2D5A62B4440,restaurant,Wok,3509
0101000020E6100000DF3653211EA90DC0F6EA88E87C354440,pub,Cibeles,3510
0101000020E61000006A7E463360EA0DC0B48EAA2688394440,atm,Telebanco 4B,3512
0101000020E61000000BCCAF8B470E0EC00097B66E39324440,pub,Ángela,3513
0101000020E61000007AD9C067350E0EC0B5B63A4A6F324440,bar,Bodega,3514
0101000020E61000005061B6AEE20E0EC02A5778978B324440,pub,Paladium arrocería,3515
0101000020E6100000882AFC19DE0C0EC00D79BAA937324440,cafe,San Bruno,3516
0101000020E6100000F71A272AC00C0EC0C855760B6E324440,pub,La Asturiana,3517
0101000020E6100000D5D40D6F310A0EC01C36DB2626324440,fast_food,Asador de pollos,3519
0101000020E6100000BDC5C37B0E0C0EC0A72A23E472324440,cafe,Bar Extremadura,3520
0101000020E61000002D2FAF12E2200EC05A773DE2A1314440,restaurant,El Claustro de Santa Marta,3523
0101000020E6100000E41F6C674E9D0DC076E3384B24354440,restaurant,Taberna Pompeyana,3524
0101000020E610000045ED235C6D9A0DC0898E2E803A354440,pub,O'Neills,3525
0101000020E61000001FF5D72B2CE80DC0003D68D1962E4440,cinema,Yelmo Isla Azul,3526
0101000020E610000006F52D73BA6C0DC002DE5DC2FC354440,fast_food,Burger King,3529
0101000020E6100000ACFCD75EB0C00DC04976B691FC364440,restaurant,Il cratere del gusto,3530
0101000020E6100000FD4E93196FBB0DC0C44F2D6C17374440,bar,Los Bocadillos,3532
0101000020E6100000BB68233207BC0DC08ACD226F14374440,cafe,Jamaina,3533
0101000020E6100000114B6F2475770DC01BA7D71CD6334440,restaurant,El Segoviano,3534
0101000020E610000066B50AAC2D560CC09923D0059A364440,nightclub,Ikaro,3535
0101000020E6100000E6948098849B0DC0D565E723DF3A4440,pub,Bar El Soto,3536
0101000020E6100000461850B9D3A70DC0F49DA921BB354440,bar,Cervecería Preciado 38,3537
0101000020E6100000BD0D20329BA60DC0480C4CB8A1354440,restaurant,Carpe Diem vinoteca,3538
0101000020E610000000A8E2C62DA60DC0987CFD5AA8354440,cafe,Chocolatería Valor,3539
0101000020E6100000C5C72764E7AD0DC01EE85729F3354440,restaurant,9.teishoku,3540
0101000020E6100000011B6BDA20AE0DC0C32E8A1EF8354440,fast_food,El Horno Azul,3541
0101000020E6100000D3BCE3141D990DC0DE4AC0F91E3D4440,restaurant,TelePizza,3545
0101000020E61000000F362B91FAA10DC04B0CB89D6C314440,cafe,Granier (panadería-pastelería),3548
0101000020E6100000EEF77AAD3AA10DC0146DD800B6344440,restaurant,Badila,3549
0101000020E6100000E9071AD8CFB70DC0175C188E8C364440,cafe,Café 3 segundos,3550
0101000020E6100000E84592C5A2BE0DC0635FB2F160334440,restaurant,El Rancho,3551
0101000020E610000014A639C31EA40DC0B939F0C5723A4440,cafe,La Pampa,3553
0101000020E61000001DE0EE5124A40DC0565B56067A3A4440,pub,Mesón Ondiñas do Mendo,3554
0101000020E610000003081F4AB4A40DC0A34E8AA07B3A4440,pub,Tavern Tran,3555
0101000020E61000001C1FD214A6A40DC0863B17467A3A4440,pub,Luas Irish Tavern,3556
0101000020E610000062CCA7D8E2A40DC00CB155DD7E3A4440,cafe,La Unión,3557
0101000020E6100000D784590D2EA20DC0E1359EBE543A4440,restaurant,Lizarran,3558
0101000020E61000000D158843DBA60DC0670FB402433A4440,pub,Riveira,3559
0101000020E6100000463360DA81A40DC0722BCE62733A4440,cafe,Serrano,3560
0101000020E6100000B6903644CBA00DC01F381DB74E3A4440,bar,Mesón Los Aros,3561
0101000020E6100000A1C4420823010EC01002F22554334440,bar,El Pintxito,3565
0101000020E610000052769F88EA020EC0AD90A80650334440,restaurant,Trilla La Tahona,3566
0101000020E6100000743392F3B4920DC0E569AFF490364440,bar,Bulevar,3568
0101000020E61000009BE447FC8A850DC0746D5E8BCC364440,restaurant,Nikkei 225,3569
0101000020E6100000A873A0E293B90DC037662321DB354440,cafe,Bar Café Rande,3570
0101000020E61000000956308562B60DC08EACA179A5344440,bar,Bar Pascual,3571
0101000020E61000003E6656A5E3B00DC00B94B99E8D344440,cafe,Bar Polo,3572
0101000020E6100000AB36493D55AF0DC0F3E7DB82A5344440,casino,Casino Park,3573
0101000020E6100000766B990CC7B30DC0A618D643EA344440,restaurant,La Almendra de la Morería,3574
0101000020E6100000E0354305E2B00DC05413E92395344440,restaurant,La Copita Asturiana,3575
0101000020E61000002087776FFBB40DC0715413E923354440,restaurant,La Dehesa de Santa María,3576
0101000020E610000028DB1BD71AB50DC000EBCC98DD344440,restaurant,Zoco,3577
0101000020E61000009EF5DF394AB40DC06468869EDE344440,pub,DeMora,3578
0101000020E610000077ED1C14DEAF0DC0E78A5242B0344440,restaurant,La Muralla,3579
0101000020E61000004F46F01A4FAF0DC008910C39B6344440,restaurant,La Potente,3580
0101000020E6100000E8D8E66B3BB20DC0EE4FF39F7F344440,restaurant,Viuda de Vacas,3581
0101000020E610000065CEE9680BAE0DC0E0DA899290344440,restaurant,Lai Fhuc,3582
0101000020E610000033BF3F4A91B10DC0DC15551A8C344440,restaurant,La Pizpireta,3583
0101000020E61000008281316CDEB20DC03B43273A81344440,restaurant,Los Ángeles,3584
0101000020E610000033480BE1E2B20DC0C6AEA3607C344440,restaurant,Casa Mateos,3585
0101000020E6100000B8D2C66C24B40DC0F858558A78344440,pub,Sidrería La Burbuja que Ríe,3586
0101000020E6100000A2B77878CFB10DC0C8540B36BF344440,bar,El Bombón,3587
0101000020E6100000B7ED7BD45FAF0DC0366D10F7A2344440,restaurant,Taberna El Búho,3588
0101000020E610000051418F62CAB10DC0AC2C1BE780344440,restaurant,Taberna J. Blanco,3589
0101000020E61000005B446F4CAAB10DC01C2444F982344440,restaurant,El Bombín de Sabina,3590
0101000020E6100000C07053A813B50DC01CE5057D8E344440,restaurant,San Francisco 13,3591
0101000020E610000014B4C9E193AE0DC0B1D2EEA18E344440,restaurant,Urumea,3592
0101000020E61000001E4E05813ABA0DC07B5C65B7E0354440,restaurant,La Figal. Comidas caseras,3593
0101000020E6100000E31C75745C8D0DC0191BBAD91F344440,cafe,Pando Cafetería,3594
0101000020E6100000FA9CBB5D2F8D0DC057B5A4A31C344440,fast_food,Burger King,3595
0101000020E610000070E998F38C5D0CC0C6F4296CAB364440,bar,Le Petit,3598
